WARN  [Service Thread] 2018-03-02 04:23:15,916  GCInspector.java:282 - G1 Young Generation GC in 1558ms.  G1 Eden Space: 3053453312 -> 0; G1 Old Gen: 18404605968 -> 15753805840; G1 Survivor Space: 369098752 -> 436207616; 
INFO  [Service Thread] 2018-03-02 04:23:15,916  StatusLogger.java:52 - Pool Name                    Active   Pending      Completed   Blocked  All Time Blocked
INFO  [Service Thread] 2018-03-02 04:23:15,955  StatusLogger.java:56 - MutationStage                     0         0        8409382         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,955  StatusLogger.java:56 - ViewMutationStage                 0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,955  StatusLogger.java:56 - ReadStage                       268         0      191959277         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,955  StatusLogger.java:56 - RequestResponseStage              9         0      129952518         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,955  StatusLogger.java:56 - ReadRepairStage                   0         0        1032801         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - CounterMutationStage              0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - MiscStage                         0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - CompactionExecutor                0         0        1529787         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - MemtableReclaimMemory             0         0            827         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - PendingRangeCalculator            0         0             46         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - AntiCompactionExecutor            0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - GossipStage                       0         0         517883         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,956  StatusLogger.java:56 - SecondaryIndexManagement          0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,957  StatusLogger.java:56 - HintsDispatcher                   0         0              8         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,957  StatusLogger.java:56 - MigrationStage                    0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,957  StatusLogger.java:56 - MemtablePostFlush                 0         0            796         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,957  StatusLogger.java:56 - ValidationExecutor                0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,957  StatusLogger.java:56 - Sampler                           0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,957  StatusLogger.java:56 - MemtableFlushWriter               0         0            758         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,958  StatusLogger.java:56 - InternalResponseStage             0         0              1         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,958  StatusLogger.java:56 - AntiEntropyStage                  0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,958  StatusLogger.java:56 - CacheCleanupExecutor              0         0              0         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,958  StatusLogger.java:56 - Native-Transport-Requests        10         0       11306462         0                 0

INFO  [Service Thread] 2018-03-02 04:23:15,959  StatusLogger.java:66 - CompactionManager                 0         0
INFO  [Service Thread] 2018-03-02 04:23:15,959  StatusLogger.java:78 - MessagingService                n/a      0/20
INFO  [Service Thread] 2018-03-02 04:23:15,959  StatusLogger.java:88 - Cache Type                     Size                 Capacity               KeysToSave
INFO  [Service Thread] 2018-03-02 04:23:15,959  StatusLogger.java:90 - KeyCache                  398411024                398458880                      all
INFO  [Service Thread] 2018-03-02 04:23:15,959  StatusLogger.java:96 - RowCache                          0                        0                      all
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.BRA_p                           0,0
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.IMSHEdvaMac_p                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.PSDeviceStatus_p                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.BACTMAC_e           196944,45845641
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.BCOREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.J_BACCCOS_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.BRDREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,972  StatusLogger.java:106 - xnetgraph.PSMacaddress_e       51269,12613542
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.BRDREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.BRSREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.PSMtaPortRef_e                  0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.HG_p                    3445,291934
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.BDMREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.BL_TN_e               16921,3661983
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.IMSHFSbr1_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.BST_p                           0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.VMMobileNPA_p           6734,486526
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.PsEquipDevicetypeRef_p                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.VMTn_p              112046,14328629
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.PSACCTTN_e            21683,5350099
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.BRD_e               139910,30813107
INFO  [Service Thread] 2018-03-02 04:23:15,973  StatusLogger.java:106 - xnetgraph.PsEquipDevicetypeRef_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.IMSFSbrEx_p          91845,13013723
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.BCOREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.VMMobileNPA_e           3897,709485
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.PSAccountStatus_p                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.PsProvisionedCosRef_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.AA_p                      451,38389
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.IMSEdvaPort_e          5391,1144504
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.PSCmsCli_p                      0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.PSDeviceStatus_e     177141,33533532
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.BRAREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.BLSYSTEMREF_e                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.J_BACCCOS_e_OUT_byBACCCOS_BDY_FDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.ABMR_p                          0,0
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.BCD_e                  8283,1843561
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.BFQ_p                 36757,3886168
INFO  [Service Thread] 2018-03-02 04:23:15,974  StatusLogger.java:106 - xnetgraph.BPGREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.NPAREFH_e                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BPGREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BLSYSTEM_p                      0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BRLREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BLACCT_p            216163,27608216
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.PSAccountStatusRef_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BLSITEID_e            18394,3885322
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.PSCmsCliRef_e                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BPS_p                           0,0
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.RduDeviceCOS_p            169,24408
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.BLSITEID_p                217,16541
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.PSRdu_e               26551,6872714
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.IMSDomain_e            5204,1176164
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.GROUPPROFILE_e     481717,110771468
INFO  [Service Thread] 2018-03-02 04:23:15,975  StatusLogger.java:106 - xnetgraph.PSCos_e              93395,20826514
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.BEDREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.BACTTN_p              64069,7594703
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.BCO_e               217176,46509156
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSFSbr1_p            25363,2475123
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.MAC_p               219604,18910060
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSHEdvaMac_e                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSHNPA_e                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.PSAccountStatusRef_p                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSFSbrEx_e             3874,876070
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSHEdvaPort_e                  0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.BACTTN_e              16924,3855057
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.PSTN_e                 9201,2145395
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSHSID_p                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.IMSHSID_e                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,976  StatusLogger.java:106 - xnetgraph.BDM_e                68261,15636749
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BACTMAC_p            88616,11137725
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.IMSHFSbrEx_e                    0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BDY_e                78996,18487706
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BCDREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BDYREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BL_TN_p               31047,2366550
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.IMSHNPA_p                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BMR_p             1020270,139866329
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.PSDeviceType_e       43966,10015160
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.FIB_NODE_e            18403,3769734
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BPSREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.IMSHTN_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.IMSEdvaPort_p             140,10272
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.PsProvisionedCosRef_p              12,783
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.BLSITEIDREF_p                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,977  StatusLogger.java:106 - xnetgraph.PSMtaPort_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.IMSFSbr_e               3623,819638
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.IMSHEdvaPort_p                  0,0
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.IMSTN_e               22101,4437491
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.VMNPA_e                7203,1433735
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.TN_p                448641,36289093
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.J_BACCCOS_e_OUT_byBACCCOS_BCO_TDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.TN_e                 65094,14261240
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.PSAccountStatus_e      83152,14244468
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.IMSHFSbr_p                      0,0
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.PSAccountNum_p      160918,18646422
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.PSCos_p               16716,1553755
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.PSAccountNum_e      125071,24668763
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.PsDeviceStatusRef_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.PSMtaPortRef_p                  0,0
INFO  [Service Thread] 2018-03-02 04:23:15,978  StatusLogger.java:106 - xnetgraph.BDMREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BDC_p                     147,12132
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BPSREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BRS_p                           0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BRSREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BDYREF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.AA_e                       73,15743
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.IMSHFSbr1_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.USERPROFILE_e             212,46088
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BSY_e                  9022,2254606
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BED_p                     154,11880
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BL_DEV_MAC_e        197493,44409167
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.BED_e               133282,30919188
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.IMSNPA_p                2233,163878
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.IMSHDomain_e                    0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.J_BACCCOS_e_OUT_byBACCCOS_BCO_FDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,979  StatusLogger.java:106 - xnetgraph.IMSEdvaMac_p          44982,3874220
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.BDT_e                82106,18546677
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.J_BACCCOS_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.BSTREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.id_allocation                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.BCO_p                   8309,768884
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.BL_DEV_MAC_p        329861,25288520
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.PsDeviceStatusRef_p                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.IMSTN_p               34342,2742154
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.J_BACCCOS_e_OUT_byBACCCOS_BRA_TDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.BPG_p                           0,0
INFO  [Service Thread] 2018-03-02 04:23:15,980  StatusLogger.java:106 - xnetgraph.ACCT_p                67312,5761181
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.BDTREF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.SERPROVID_p           42524,1979119
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.VMMobileTn_p         100140,9543381
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.BLSITEIDREF_e                   0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.BPG_e               114446,24722309
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.BFQ_e                 10363,2412790
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph.PSRduMac_p          334125,49467815
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.BPGREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.BPS_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.J_BACCCOS_e_OUT_byBACCCOS_BRA_TDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.id_allocation                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.BEDREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.BRLREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.BRL_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,981  StatusLogger.java:106 - xnetgraph17G.BSY_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.J_BACCCOS_e_OUT_byBACCCOS_BDY_FDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.J_BACCCOS_p                  0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BBFREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BDC_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BDM_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BRLREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.MAC_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.J_BACCCOS_e_OUT_byBACCCOS_BCO_TDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BRA_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.TN_e                         0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BCO_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BED_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BRL_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BDT_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BCO_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BRSREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.JBMR_p                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,982  StatusLogger.java:106 - xnetgraph17G.BBFREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BRD_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BRS_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BBF_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BPG_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BDT_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BDTREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BFQ_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BPS_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BDC_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BDCREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BPSREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.J_BACCCOS_e_OUT_byBACCCOS_BCO_FDT_e                 0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BRAREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BRS_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BSTREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BBF_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.ACCT_p                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,983  StatusLogger.java:106 - xnetgraph17G.BMR_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BDMREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BRSREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.MAC_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BRA_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BDY_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BPG_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BDTREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.ACCT_e                       0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BDY_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BST_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BRDREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BSTREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BCD_p                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BRDREF_e                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.BRD_e                        0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.TN_p                         0,0
INFO  [Service Thread] 2018-03-02 04:23:15,984  StatusLogger.java:106 - xnetgraph17G.J_BACCCOS_e                  0,0
INFO  [Service Thread] 2018-03-02 04:23:15,985  StatusLogger.java:106 - xnetgraph17G.BCOREF_p                     0,0
INFO  [Service Thread] 2018-03-02 04:23:15,985  StatusLogger.java:106 - xnetgraph17G.BDMREF_e                     0,0
